id,order_id,total_cost,created_on
21139,63249,498,2018-12-10
21140,63250,848,2019-02-05
21141,63251,532,2019-02-02
21142,63253,146,2019-07-05
21143,63257,217,2019-03-21
21144,63262,272,2019-11-10
21145,63265,879,2019-10-20
21146,63268,63,2019-03-20
21147,63275,26,2019-09-12
21148,63276,818,2019-05-23
21149,63282,92,2019-05-27
21150,63289,577,2019-09-22
21151,63290,868,2019-01-21
21152,63302,390,2019-10-28
21153,63303,195,2019-01-14
21154,63307,883,2019-06-01
21155,63308,593,2019-11-22
21156,63311,81,2019-05-26
21157,63314,839,2019-05-11
21158,63315,71,2019-04-05
21159,63318,191,2019-03-01
21160,63320,811,2018-12-17
21161,63326,872,2019-01-18
21162,63334,629,2019-01-06
21163,63335,422,2018-12-26
21164,63336,123,2018-12-01
21165,63338,588,2019-05-01
21166,63339,473,2019-08-14
21167,63344,972,2019-07-21
21168,63350,325,2019-04-26
21169,63352,691,2019-05-20
21170,63354,51,2018-12-25
21171,63357,140,2019-09-05
21172,63358,607,2018-12-30
21173,63362,810,2019-05-24
21174,63363,901,2019-06-27
21175,63366,197,2019-10-12
21176,63369,9,2019-09-21
21177,63370,248,2019-10-22
21178,63371,792,2018-12-24
21179,63374,264,2019-05-25
21180,63375,100,2018-12-14
21181,63377,665,2019-02-23
21182,63378,735,2019-01-20
21183,63381,561,2019-09-16
21184,63383,872,2018-12-17
21185,63384,72,2018-12-28
21186,63390,918,2019-05-19
21187,63394,827,2019-11-10
21188,63395,556,2019-08-17
21189,63398,461,2019-04-13
21190,63402,951,2019-07-11
21191,63405,263,2019-06-22
21192,63407,688,2019-09-15
21193,63409,249,2019-08-31
21194,63418,938,2019-06-01
21195,63423,261,2019-10-22
21196,63425,521,2019-06-24
21197,63426,441,2018-12-10
21198,63430,516,2019-04-25
21199,63432,389,2019-07-29
21200,63433,505,2018-12-18
21201,63434,4,2019-07-25
21202,63435,840,2019-07-23
21203,63438,12,2019-09-18
21204,63440,766,2018-12-23
21205,63441,439,2019-01-19
21206,63443,781,2019-06-02
21207,63447,931,2018-12-28
21208,63448,833,2019-10-12
21209,63450,202,2019-01-24
21210,63451,47,2019-04-08
21211,63454,571,2019-11-23
21212,63455,652,2019-08-30
21213,63457,641,2018-12-14
21214,63460,9,2019-09-10
21215,63461,5,2019-11-17
21216,63468,475,2019-10-06
21217,63474,767,2018-12-22
21218,63475,281,2019-04-21
21219,63477,912,2019-02-04
21220,63479,900,2019-04-25
21221,63480,417,2019-05-02
21222,63486,610,2019-04-21
21223,63487,440,2019-02-26
21224,63493,477,2019-08-29
21225,63497,122,2019-08-28
21226,63503,283,2019-02-04
21227,63505,589,2019-06-15
21228,63507,244,2019-10-11
21229,63511,989,2019-05-12
21230,63514,226,2019-05-24
21231,63525,157,2019-03-29
21232,63526,763,2019-03-26
21233,63530,946,2019-10-11
21234,63531,713,2019-10-12
21235,63532,295,2019-08-25
21236,63535,430,2019-09-25
21237,63537,194,2019-01-26
21238,63542,529,2019-06-12
21239,63544,240,2019-09-01
21240,63548,579,2019-10-31
21241,63549,711,2019-01-17
21242,63557,122,2019-11-30
21243,63561,543,2019-11-19
21244,63573,459,2019-03-08
21245,63574,970,2019-07-06
21246,63577,264,2019-04-22
21247,63580,634,2019-02-19
21248,63582,544,2019-01-14
21249,63594,391,2019-01-04
21250,63599,724,2019-03-14
21251,63600,523,2019-10-14
21252,63602,24,2019-11-10
21253,63605,690,2019-05-10
21254,63607,260,2019-07-08
21255,63609,850,2019-04-17
21256,63610,857,2019-01-10
21257,63611,447,2019-02-02
21258,63612,304,2019-03-12
21259,63614,193,2019-02-15
21260,63617,255,2019-02-26
21261,63619,577,2019-09-26
21262,63620,543,2019-03-01
21263,63622,139,2019-09-27
21264,63624,196,2019-03-08
21265,63631,443,2019-05-27
21266,63633,754,2019-04-21
21267,63634,289,2019-04-03
21268,63637,452,2019-03-28
21269,63642,248,2019-02-11
21270,63644,645,2019-09-04
21271,63646,955,2019-05-30
21272,63648,107,2019-09-03
21273,63650,245,2019-09-21
21274,63651,622,2019-08-24
21275,63652,730,2019-03-12
21276,63658,342,2019-09-12
21277,63662,285,2019-10-23
21278,63664,784,2019-05-07
21279,63666,152,2019-09-27
21280,63667,493,2019-08-16
21281,63671,775,2019-07-24
21282,63673,963,2019-11-10
21283,63675,404,2019-10-04
21284,63678,982,2019-01-04
21285,63683,597,2019-03-08
21286,63684,563,2019-02-13
21287,63686,400,2018-12-07
21288,63688,727,2019-03-10
21289,63689,828,2019-04-12
21290,63692,546,2018-12-07
21291,63693,79,2019-01-13
21292,63695,433,2019-05-01
21293,63698,849,2019-05-17
21294,63702,891,2018-12-10
21295,63703,148,2019-06-25
21296,63704,699,2019-03-13
21297,63707,294,2019-01-21
21298,63714,971,2019-08-28
21299,63717,891,2019-03-12
21300,63719,542,2019-11-23
21301,63722,364,2019-05-22
21302,63726,76,2019-08-12
21303,63727,956,2019-11-03
21304,63732,747,2018-12-15
21305,63734,252,2018-12-20
21306,63735,692,2019-07-02
21307,63737,5,2019-05-29
21308,63740,613,2019-07-31
21309,63741,313,2019-02-14
21310,63742,33,2019-08-08
21311,63745,742,2019-11-10
21312,63750,412,2019-05-28
21313,63755,90,2019-05-03
21314,63756,957,2019-02-02
21315,63758,910,2019-02-22
21316,63761,994,2019-07-17
21317,63762,646,2019-06-15
21318,63765,590,2019-03-27
21319,63766,927,2019-11-10
21320,63767,570,2019-04-18
21321,63768,154,2019-10-08
21322,63773,465,2019-03-19
21323,63776,889,2019-10-19
21324,63778,738,2019-01-24
21325,63782,431,2019-11-27
21326,63783,810,2019-06-15
21327,63786,738,2019-08-14
21328,63787,578,2019-03-02
21329,63793,382,2019-02-17
21330,63796,980,2019-05-07
21331,63797,927,2019-07-30
21332,63798,988,2019-06-01
21333,63799,575,2019-05-27
21334,63802,223,2019-05-30
21335,63806,972,2019-10-21
21336,63813,972,2019-04-10
21337,63816,984,2018-12-22
21338,63819,691,2019-09-19
21339,63820,980,2019-07-02
21340,63824,59,2019-06-04
21341,63827,310,2019-02-18
21342,63828,594,2019-04-06
21343,63829,582,2019-04-30
21344,63832,322,2019-11-21
21345,63835,103,2019-05-17
21346,63842,889,2019-10-16
21347,63845,277,2019-02-12
21348,63846,108,2019-07-12
21349,63847,85,2019-08-12
21350,63848,700,2019-04-01
21351,63851,751,2019-03-12
21352,63857,740,2019-03-24
21353,63858,91,2019-05-01
21354,63866,982,2019-10-02
21355,63867,190,2019-03-05
21356,63869,813,2019-08-18
21357,63870,709,2019-02-18
21358,63879,33,2019-03-16
21359,63884,560,2019-07-23
21360,63887,144,2019-04-20
21361,63890,54,2019-01-16
21362,63893,705,2019-01-08
21363,63894,47,2019-10-08
21364,63900,142,2018-12-28
21365,63902,978,2019-07-25
21366,63903,466,2018-12-14
21367,63907,468,2019-10-11
21368,63910,225,2019-06-19
21369,63911,165,2019-08-05
21370,63917,512,2019-06-08
21371,63920,427,2018-12-12
21372,63922,95,2019-02-11
21373,63923,315,2019-07-31
21374,63933,503,2019-07-19
21375,63937,422,2019-06-17
21376,63942,937,2019-01-11
21377,63943,576,2019-03-09
21378,63945,336,2019-02-05
21379,63946,200,2019-01-25
21380,63947,937,2019-10-15
21381,63949,208,2019-09-10
21382,63951,536,2019-03-27
21383,63956,232,2019-07-20
21384,63963,494,2019-06-28
21385,63965,137,2019-07-14
21386,63969,802,2019-10-18
21387,63970,463,2019-10-22
21388,63971,413,2019-01-18
21389,63973,982,2019-08-01
21390,63975,645,2019-08-04
21391,63980,717,2019-01-24
21392,63982,50,2019-04-18
21393,63984,193,2019-03-16
21394,63991,953,2019-02-23
21395,63992,605,2019-01-15
21396,63994,947,2019-05-02
21397,63995,950,2019-04-16
21398,63998,25,2019-05-18
21399,64001,682,2019-07-03
21400,64003,744,2019-03-12
21401,64004,139,2019-10-04
21402,64010,531,2018-12-06
21403,64011,886,2019-06-20
21404,64012,337,2019-01-05
21405,64014,101,2018-12-20
21406,64020,789,2019-01-07
21407,64021,641,2019-03-17
21408,64022,181,2019-06-17
21409,64025,724,2019-05-26
21410,64027,906,2018-12-11
21411,64028,727,2019-07-20
21412,64032,720,2019-04-08
21413,64038,891,2019-01-23
21414,64041,717,2019-05-22
21415,64043,145,2018-12-20
21416,64050,915,2019-04-04
21417,64055,316,2019-11-19
21418,64058,64,2019-06-17
21419,64059,915,2019-10-18
21420,64064,539,2019-10-14
21421,64066,261,2019-03-10
21422,64074,617,2019-09-07
21423,64075,855,2019-06-28
21424,64082,988,2019-04-26
21425,64083,39,2019-05-29
21426,64085,919,2019-10-15
21427,64087,16,2019-08-18
21428,64088,887,2019-02-05
21429,64089,83,2019-04-12
21430,64092,67,2019-07-06
21431,64093,918,2019-02-04
21432,64097,655,2019-04-14
21433,64104,422,2019-04-02
21434,64112,20,2019-09-02
21435,64116,222,2019-10-30
21436,64117,914,2018-12-02
21437,64119,113,2019-07-17
21438,64121,237,2019-10-18
21439,64122,199,2018-12-04
21440,64124,585,2018-12-05
21441,64125,436,2019-08-03
21442,64129,618,2019-01-03
21443,64131,192,2019-06-25
21444,64141,554,2019-07-18
21445,64142,822,2019-08-18
21446,64143,815,2019-06-10
21447,64146,217,2019-07-27
21448,64147,816,2019-05-05
21449,64148,279,2019-08-25
21450,64149,550,2019-06-01
21451,64150,66,2019-06-23
21452,64157,260,2018-12-31
21453,64160,697,2019-05-06
21454,64166,907,2019-08-10
21455,64167,577,2019-07-10
21456,64173,816,2019-09-05
21457,64177,268,2019-03-16
21458,64178,879,2019-07-11
21459,64180,837,2019-10-21
21460,64181,663,2019-08-14
21461,64183,152,2019-01-24
21462,64184,13,2019-11-11
21463,64185,447,2019-03-15
21464,64191,508,2019-04-25
21465,64192,366,2019-10-24
21466,64193,688,2019-01-24
21467,64196,820,2019-04-05
21468,64200,397,2018-12-14
21469,64201,547,2019-11-14
21470,64220,380,2019-08-04
21471,64221,728,2018-12-23
21472,64223,990,2019-11-30
21473,64225,508,2019-04-20
21474,64226,302,2019-08-25
21475,64231,414,2018-12-09
21476,64232,967,2019-02-09
21477,64238,164,2019-07-29
21478,64242,306,2019-05-02
21479,64245,112,2019-08-03
21480,64249,993,2019-06-19
21481,64251,950,2019-05-19
21482,64252,595,2019-06-18
21483,64260,588,2018-12-29
21484,64261,765,2019-08-01
21485,64263,178,2019-04-29
21486,64265,477,2019-10-17
21487,64268,396,2019-05-16
21488,64269,64,2019-06-18
21489,64272,191,2019-02-08
21490,64276,845,2019-02-20
21491,64278,140,2019-07-21
21492,64279,579,2019-07-17
21493,64280,889,2019-10-08
21494,64281,463,2019-03-17
21495,64287,94,2019-01-04
21496,64288,305,2018-12-09
21497,64289,237,2019-07-31
21498,64290,951,2019-10-03
21499,64291,346,2019-06-28
21500,64294,358,2019-07-17
21501,64303,910,2018-12-31
21502,64304,24,2019-05-16
21503,64310,742,2019-05-02
21504,64315,239,2019-11-17
21505,64319,787,2019-06-14
21506,64320,386,2019-07-06
21507,64323,597,2019-06-18
21508,64325,968,2019-03-26
21509,64327,624,2019-02-07
21510,64329,744,2019-09-17
21511,64336,309,2019-04-10
21512,64337,405,2019-06-22
21513,64340,532,2018-12-17
21514,64341,478,2019-03-14
21515,64345,921,2019-07-27
21516,64349,145,2019-11-01
21517,64350,195,2019-05-08
21518,64351,817,2019-07-18
21519,64352,483,2019-08-15
21520,64356,875,2019-03-05
21521,64359,328,2019-05-31
21522,64364,142,2019-07-21
21523,64365,695,2019-04-04
21524,64368,460,2019-06-08
21525,64371,888,2019-05-24
21526,64380,105,2019-08-16
21527,64383,865,2019-01-05
21528,64387,57,2018-12-09
21529,64389,871,2019-09-29
21530,64393,70,2019-08-15
21531,64394,64,2019-10-10
21532,64395,851,2019-03-31
21533,64397,119,2019-01-01
21534,64398,958,2018-12-05
21535,64399,934,2019-01-11
21536,64402,400,2019-03-14
21537,64405,984,2019-04-04
21538,64408,182,2019-04-09
21539,64409,80,2019-01-06
21540,64410,991,2019-07-28
21541,64418,252,2019-11-11
21542,64419,277,2019-05-30
21543,64421,428,2019-09-12
21544,64423,9,2019-09-27
21545,64426,452,2019-11-13
21546,64429,146,2019-04-17
21547,64430,563,2019-03-04
21548,64432,951,2019-10-22
21549,64434,101,2018-12-02
21550,64435,779,2019-04-06
21551,64436,771,2019-06-14
21552,64440,803,2019-04-10
21553,64442,924,2019-08-27
21554,64445,509,2019-03-24
21555,64448,285,2019-04-07
21556,64451,676,2019-08-03
21557,64454,435,2019-04-13
21558,64459,259,2019-08-22
21559,64463,887,2019-06-16
21560,64471,916,2019-07-20
21561,64472,430,2019-09-21
21562,64474,995,2019-10-29
21563,64476,865,2019-09-08
21564,64481,730,2019-10-06
21565,64482,100,2019-04-15
21566,64485,682,2019-04-11
21567,64493,140,2019-07-25
21568,64494,389,2019-09-16
21569,64501,457,2019-01-31
21570,64506,415,2019-01-18
21571,64508,524,2019-10-09
21572,64512,81,2019-10-26
21573,64514,272,2019-05-24
21574,64515,28,2018-12-28
21575,64516,799,2019-07-19
21576,64517,23,2019-04-24
21577,64521,237,2019-08-12
21578,64527,104,2019-04-27
21579,64528,888,2019-03-21
21580,64529,191,2019-08-20
21581,64530,523,2019-01-16
21582,64534,978,2019-02-15
21583,64535,765,2019-09-15
21584,64536,21,2019-10-09
21585,64538,414,2019-09-30
21586,64542,584,2019-05-19
21587,64543,923,2019-08-28
21588,64547,251,2019-11-05
21589,64548,198,2019-01-04
21590,64549,507,2018-12-07
21591,64550,197,2019-03-20
21592,64553,216,2019-12-01
21593,64556,156,2019-06-22
21594,64558,965,2019-09-30
21595,64562,767,2019-07-14
21596,64563,15,2019-08-16
21597,64566,382,2019-11-30
21598,64570,145,2019-09-03
21599,64578,255,2019-07-19
21600,64589,921,2019-09-11
21601,64590,300,2019-04-06
21602,64591,387,2019-07-06
21603,64592,758,2019-10-26
21604,64595,766,2019-08-15
21605,64597,276,2018-12-15
21606,64602,219,2019-06-21
21607,64611,964,2019-05-17
21608,64614,826,2019-11-26
21609,64616,917,2019-08-04
21610,64625,944,2019-04-26
21611,64627,849,2019-08-05
21612,64629,450,2019-09-30
21613,64630,589,2018-12-08
21614,64632,932,2019-02-08
21615,64635,928,2019-08-31
21616,64637,506,2019-10-07
21617,64639,68,2019-05-11
21618,64641,651,2019-10-04
21619,64642,924,2019-03-28
21620,64644,757,2019-06-01
21621,64645,433,2018-12-19
21622,64646,403,2019-11-14
21623,64651,328,2019-11-22
21624,64654,951,2018-12-02
21625,64659,155,2019-01-24
21626,64669,639,2019-08-10
21627,64670,485,2019-06-17
21628,64671,22,2019-10-18
21629,64672,392,2019-07-20
21630,64673,705,2019-08-18
21631,64677,122,2019-01-07
21632,64679,671,2019-08-12
21633,64684,806,2019-10-09
21634,64687,663,2019-08-05
21635,64696,791,2019-09-29
21636,64698,431,2019-08-28
21637,64704,500,2019-07-19
21638,64708,751,2019-01-21
21639,64710,31,2019-11-23
21640,64711,445,2019-06-01
21641,64712,970,2019-03-04
21642,64713,843,2018-12-17
21643,64716,922,2019-11-25
21644,64717,968,2019-10-18
21645,64721,268,2019-09-17
21646,64722,406,2019-11-29
21647,64724,72,2019-01-06
21648,64730,717,2019-10-29
21649,64732,582,2019-01-09
21650,64736,536,2019-05-06
21651,64742,898,2019-11-14
21652,64743,442,2019-08-16
21653,64744,29,2019-08-30
21654,64748,371,2019-10-06
21655,64749,827,2019-10-16
21656,64755,569,2019-09-26
21657,64756,767,2019-10-22
21658,64757,867,2019-06-18
21659,64768,647,2019-08-14
21660,64776,858,2019-05-22
21661,64779,167,2019-11-25
21662,64780,359,2019-10-27
21663,64785,240,2019-04-04
21664,64789,830,2019-07-15
21665,64794,972,2019-02-08
21666,64795,999,2019-11-22
21667,64800,71,2019-06-21
21668,64803,749,2019-01-08
21669,64806,446,2019-09-14
21670,64807,81,2019-11-17
21671,64808,368,2018-12-27
21672,64811,466,2019-09-02
21673,64813,706,2019-04-03
21674,64815,628,2019-03-25
21675,64816,83,2019-02-03
21676,64817,833,2019-02-24
21677,64820,331,2019-05-25
21678,64822,543,2018-12-28
21679,64826,942,2019-10-01
21680,64828,517,2019-10-27
21681,64831,894,2018-12-03
21682,64834,118,2019-01-15
21683,64838,468,2019-11-08
21684,64839,725,2018-12-01
21685,64842,667,2019-04-14
21686,64844,943,2019-09-19
21687,64849,625,2019-05-27
21688,64855,515,2019-08-01
21689,64857,939,2019-08-05
21690,64861,673,2018-12-03
21691,64868,394,2018-12-02
21692,64873,158,2019-03-12
21693,64875,977,2019-08-25
21694,64881,470,2019-06-23
21695,64882,346,2018-12-25
21696,64886,307,2019-06-30
21697,64890,888,2018-12-03
21698,64894,214,2019-07-31
21699,64896,344,2018-12-15
21700,64899,900,2019-03-30
21701,64905,785,2019-07-30
21702,64907,215,2018-12-27
21703,64908,84,2019-11-08
21704,64911,907,2018-12-26
21705,64912,870,2019-05-17
21706,64915,963,2019-06-06
21707,64919,554,2019-08-25
21708,64921,61,2019-04-12
21709,64923,289,2019-07-20
21710,64927,367,2019-04-06
21711,64928,29,2019-11-10
21712,64932,750,2019-09-08
21713,64933,876,2019-06-23
21714,64934,283,2018-12-02
21715,64936,577,2019-08-22
21716,64937,842,2019-03-28
21717,64938,533,2019-09-11
21718,64943,593,2019-01-04
21719,64944,220,2019-10-02
21720,64946,248,2019-10-11
21721,64950,227,2019-09-22
21722,64954,198,2019-03-16
21723,64960,353,2019-04-07
21724,64962,174,2019-05-17
21725,64963,426,2019-07-28
21726,64965,661,2019-09-26
21727,64966,328,2019-11-21
21728,64973,775,2019-09-05
21729,64975,603,2019-06-07
21730,64976,974,2019-06-16
21731,64978,717,2019-03-06
21732,64981,835,2019-04-30
21733,64986,489,2019-09-26
21734,64990,123,2019-04-26
21735,64992,351,2019-10-21
21736,64994,216,2019-10-29
21737,64995,631,2018-12-15
21738,64997,662,2019-03-23
21739,64998,741,2019-03-29
21740,64999,616,2019-02-28
21741,65005,184,2019-07-08
21742,65008,375,2019-10-10
21743,65012,379,2019-05-13
21744,65022,214,2019-03-03
21745,65024,258,2019-07-07
21746,65027,725,2019-03-24
21747,65033,436,2018-12-04
21748,65035,962,2019-07-21
21749,65041,955,2019-07-12
21750,65042,422,2019-09-03
21751,65044,101,2019-10-20
21752,65045,213,2019-10-04
21753,65049,879,2019-05-11
21754,65052,114,2018-12-27
21755,65053,490,2019-06-04
21756,65058,706,2019-09-18
21757,65060,293,2019-02-13
21758,65062,508,2019-05-26
21759,65063,474,2019-08-07
21760,65064,511,2019-05-03
21761,65065,238,2019-07-23
21762,65066,913,2019-08-23
21763,65069,75,2019-07-08
21764,65073,795,2019-05-05
21765,65076,122,2019-01-25
21766,65077,568,2019-10-25
21767,65081,599,2019-02-10
21768,65082,590,2019-05-16
21769,65083,991,2019-10-18
21770,65085,174,2019-05-09
21771,65087,624,2019-09-02
21772,65090,645,2019-01-03
21773,65093,11,2019-08-31
21774,65095,537,2019-10-05
21775,65096,730,2019-03-30
21776,65099,585,2019-08-31
21777,65100,986,2019-07-01
21778,65101,140,2018-12-21
21779,65103,967,2019-04-09
21780,65104,223,2019-11-21
21781,65106,27,2018-12-23
21782,65107,995,2019-05-25
21783,65108,670,2019-10-24
21784,65117,466,2019-06-25
21785,65118,223,2019-01-05
21786,65119,770,2019-05-31
21787,65126,418,2019-03-19
21788,65127,598,2019-01-29
21789,65130,796,2019-10-05
21790,65134,29,2019-02-02
21791,65142,746,2018-12-10
21792,65144,364,2019-08-29
21793,65150,959,2019-06-13
21794,65154,704,2018-12-09
21795,65156,213,2019-06-06
21796,65159,62,2019-11-21
21797,65164,613,2019-01-02
21798,65166,57,2019-03-20
21799,65169,584,2018-12-05
21800,65170,366,2018-12-09
21801,65171,798,2019-01-12
21802,65174,831,2019-08-20
21803,65179,695,2019-06-08
21804,65181,125,2019-03-09
21805,65190,596,2019-07-15
21806,65196,27,2019-08-19
21807,65197,473,2019-07-22
21808,65200,901,2019-07-09
21809,65202,619,2019-01-02
21810,65204,447,2019-03-06
21811,65208,571,2019-01-22
21812,65210,0,2019-01-02
21813,65214,706,2019-08-26
21814,65215,525,2019-08-07
21815,65217,283,2019-09-09
21816,65219,291,2019-07-31
21817,65222,585,2019-01-24
21818,65223,17,2019-11-19
21819,65225,954,2019-08-13
21820,65228,124,2019-09-29
21821,65229,306,2019-03-25
21822,65237,810,2018-12-06
21823,65238,659,2019-05-28
21824,65241,855,2019-07-25
21825,65244,791,2018-12-02
21826,65246,343,2018-12-16
21827,65255,697,2019-02-20
21828,65256,465,2019-10-25
21829,65257,522,2019-01-01
21830,65259,341,2019-06-11
21831,65264,680,2019-10-11
21832,65267,306,2019-07-13
21833,65271,14,2019-06-07
21834,65275,584,2019-06-28
21835,65276,658,2019-02-03
21836,65277,820,2019-10-13
21837,65288,648,2019-01-06
21838,65290,620,2019-11-23
21839,65291,841,2019-04-28
21840,65292,474,2019-10-26
21841,65293,236,2019-03-18
21842,65296,705,2019-10-14
21843,65299,676,2019-10-04
21844,65301,228,2019-03-23
21845,65305,982,2019-10-11
21846,65306,437,2019-07-29
21847,65308,593,2019-07-14
21848,65309,561,2019-09-12
21849,65313,411,2019-06-11
21850,65317,362,2019-09-01
21851,65320,199,2019-02-08
21852,65321,39,2019-05-22
21853,65325,148,2019-05-04
21854,65328,682,2019-06-30
21855,65333,800,2019-10-15
21856,65334,818,2019-02-14
21857,65336,487,2019-04-20
21858,65338,710,2019-08-10
21859,65342,464,2019-04-03
21860,65350,400,2019-09-16
21861,65351,233,2019-01-03
21862,65359,824,2019-04-05
21863,65361,747,2019-07-17
21864,65363,841,2019-05-12
21865,65364,439,2018-12-04
21866,65365,345,2019-09-04
21867,65366,381,2019-09-29
21868,65367,207,2019-02-23
21869,65368,604,2019-04-01
21870,65372,654,2019-11-12
21871,65376,935,2019-07-01
21872,65377,576,2019-07-13
21873,65378,408,2019-09-22
21874,65379,401,2019-11-21
21875,65384,684,2019-09-27
21876,65392,901,2019-01-07
21877,65394,695,2019-03-21
21878,65399,869,2019-02-09
21879,65400,688,2019-04-03
21880,65401,702,2019-11-23
21881,65403,857,2019-03-09
21882,65405,963,2019-07-25
21883,65406,262,2019-02-14
21884,65413,494,2018-12-22
21885,65415,330,2019-04-08
21886,65417,16,2019-02-18
21887,65423,896,2019-01-04
21888,65424,936,2019-04-25
21889,65429,985,2019-08-19
21890,65430,374,2019-11-09
21891,65432,669,2019-05-02
21892,65433,488,2019-04-20
21893,65437,401,2019-02-23
21894,65441,342,2019-09-18
21895,65442,484,2019-01-19
21896,65444,226,2019-08-07
21897,65455,530,2018-12-08
21898,65457,483,2019-09-09
21899,65470,172,2019-10-23
21900,65474,767,2019-08-18
21901,65478,332,2019-01-30
21902,65483,380,2019-01-23
21903,65486,614,2019-11-08
21904,65493,641,2019-08-30
21905,65494,988,2019-04-24
21906,65506,418,2019-05-19
21907,65507,492,2019-01-12
21908,65510,492,2019-10-10
21909,65512,776,2018-12-31
21910,65515,771,2019-05-16
21911,65519,360,2019-06-11
21912,65525,174,2019-10-05
21913,65527,267,2019-06-11
21914,65531,374,2019-01-06
21915,65532,163,2019-07-07
21916,65539,329,2019-09-16
21917,65543,178,2019-04-20
21918,65544,57,2019-11-02
21919,65547,973,2018-12-25
21920,65548,249,2019-11-30
21921,65550,656,2019-01-13
21922,65551,399,2019-04-18
21923,65552,819,2019-10-26
21924,65553,205,2019-07-15
21925,65556,906,2019-05-06
21926,65559,985,2019-02-17
21927,65561,638,2019-09-08
21928,65571,733,2019-09-16
21929,65574,772,2019-03-08
21930,65575,466,2019-08-08
21931,65576,825,2019-07-08
21932,65579,809,2019-11-14
21933,65580,219,2018-12-01
21934,65581,560,2019-05-22
21935,65582,272,2019-07-12
21936,65589,879,2019-08-28
21937,65590,750,2019-08-14
21938,65591,608,2019-08-20
21939,65594,574,2019-01-20
21940,65598,440,2019-11-19
21941,65599,588,2019-05-01
21942,65607,738,2019-08-07
21943,65608,533,2019-11-10
21944,65611,221,2019-09-16
21945,65612,129,2019-09-19
21946,65613,107,2019-01-03
21947,65618,989,2019-10-01
21948,65623,678,2019-04-10
21949,65625,589,2019-09-11
21950,65626,954,2019-10-16
21951,65631,667,2019-08-12
21952,65633,351,2019-10-22
21953,65635,673,2019-06-20
21954,65639,959,2019-03-24
21955,65645,833,2019-07-31
21956,65646,934,2019-01-25
21957,65650,905,2019-09-26
21958,65652,249,2019-11-07
21959,65657,416,2019-03-10
21960,65662,142,2019-01-03
21961,65666,454,2019-11-10
21962,65670,287,2019-08-02
21963,65672,896,2018-12-12
21964,65673,699,2019-07-23
21965,65677,456,2019-08-02
21966,65678,166,2019-05-03
21967,65679,314,2019-01-08
21968,65688,823,2019-04-17
21969,65690,498,2019-07-27
21970,65693,36,2018-12-20
21971,65697,550,2019-03-03
21972,65700,76,2019-11-02
21973,65704,970,2019-07-08
21974,65705,43,2019-06-09
21975,65706,654,2019-03-27
21976,65707,288,2018-12-30
21977,65715,759,2019-09-06
21978,65717,358,2019-09-04
21979,65720,407,2019-11-17
21980,65723,466,2019-03-19
21981,65732,331,2018-12-23
21982,65733,963,2019-09-30
21983,65736,435,2019-04-21
21984,65741,493,2019-01-09
21985,65742,926,2019-07-03
21986,65749,977,2019-11-05
21987,65751,438,2019-02-05
21988,65756,368,2019-06-11
21989,65758,206,2019-11-08
21990,65760,472,2019-05-24
21991,65766,778,2019-03-19
21992,65769,56,2019-11-05
21993,65774,990,2019-07-27
21994,65775,955,2019-06-29
21995,65779,823,2019-10-31
21996,65781,473,2019-07-25
21997,65786,621,2019-02-15
21998,65791,937,2019-03-12
21999,65793,756,2019-03-30
22000,65796,454,2019-11-03
22001,65797,474,2019-09-01
22002,65800,725,2018-12-24
22003,65802,702,2019-08-12
22004,65805,680,2019-02-04
22005,65811,422,2019-05-18
22006,65824,540,2019-05-20
22007,65831,879,2019-09-22
22008,65833,522,2019-01-12
22009,65835,335,2019-09-26
22010,65838,980,2019-09-14
22011,65839,491,2019-04-24
22012,65840,339,2019-10-13
22013,65841,611,2019-04-03
22014,65842,721,2019-06-07
22015,65843,592,2019-11-21
22016,65854,85,2019-04-24
22017,65855,69,2019-06-06
22018,65856,656,2019-03-18
22019,65858,975,2019-04-23
22020,65860,816,2019-03-04
22021,65861,22,2019-05-16
22022,65864,520,2019-04-27
22023,65865,871,2019-11-21
22024,65868,660,2019-11-24
22025,65872,103,2019-11-22
22026,65873,365,2019-07-24
22027,65874,446,2019-07-15
22028,65875,175,2019-08-07
22029,65876,674,2019-07-01
22030,65878,529,2019-10-09
22031,65879,707,2018-12-08
22032,65881,713,2019-09-26
22033,65883,81,2019-11-29
22034,65886,834,2019-10-27
22035,65888,317,2019-07-20
22036,65892,920,2019-01-22
22037,65893,473,2019-01-12
22038,65898,244,2018-12-16
22039,65899,833,2018-12-08
22040,65908,850,2019-08-28
22041,65909,239,2019-07-13
22042,65910,734,2019-01-02
22043,65911,164,2019-06-25
22044,65913,405,2018-12-23
22045,65918,767,2019-07-07
22046,65920,220,2019-10-16
22047,65921,767,2019-10-09
22048,65922,849,2019-10-16
22049,65925,139,2019-03-14
22050,65926,888,2019-11-30
22051,65928,298,2019-11-26
22052,65929,580,2019-10-07
22053,65930,758,2019-06-04
22054,65932,312,2019-06-30
22055,65933,688,2019-06-13
22056,65935,75,2019-02-20
22057,65947,97,2019-07-25
22058,65949,958,2019-07-12
22059,65950,223,2019-11-03
22060,65951,582,2019-09-17
22061,65953,74,2019-01-10
22062,65954,953,2019-03-18
22063,65962,47,2019-04-15
22064,65969,90,2019-08-24
22065,65970,850,2019-03-31
22066,65975,370,2019-01-11
22067,65977,937,2019-04-09
22068,65978,796,2019-05-11
22069,65982,578,2019-09-18
22070,65983,123,2019-10-14
